health_area,district_name,data_element_name,year_month,monthly_value,previous_month_value,mom_percent_change
Tuberculosis,Christopherbury District,TB contacts investigated,202505,1272.0,1448.0,-12.154696132596685
Tuberculosis,Christopherbury District,TB presumptive cases,202406,90.0,,
Tuberculosis,Christopherbury District,TB presumptive cases,202407,110.0,90.0,22.22222222222222
Tuberculosis,Christopherbury District,TB presumptive cases,202408,111.0,110.0,0.9090909090909091
Tuberculosis,Christopherbury District,TB presumptive cases,202409,115.0,111.0,3.6036036036036037
Tuberculosis,Christopherbury District,TB presumptive cases,202410,91.0,115.0,-20.869565217391305
Tuberculosis,Christopherbury District,TB presumptive cases,202411,98.0,91.0,7.6923076923076925
Tuberculosis,Christopherbury District,TB presumptive cases,202412,105.0,98.0,7.142857142857142
Tuberculosis,Christopherbury District,TB presumptive cases,202501,79.0,105.0,-24.761904761904763
Tuberculosis,Christopherbury District,TB presumptive cases,202502,75.0,79.0,-5.063291139240507
Tuberculosis,Christopherbury District,TB presumptive cases,202503,111.0,75.0,48.0
Tuberculosis,Christopherbury District,TB presumptive cases,202504,103.0,111.0,-7.207207207207207
Tuberculosis,Christopherbury District,TB presumptive cases,202505,154.0,103.0,49.51456310679612
Tuberculosis,Christopherbury District,TB treatment initiated,202406,1717.0,,
Tuberculosis,Christopherbury District,TB treatment initiated,202407,1211.0,1717.0,-29.470005824111823
Tuberculosis,Christopherbury District,TB treatment initiated,202408,1456.0,1211.0,20.23121387283237
Tuberculosis,Christopherbury District,TB treatment initiated,202409,1788.0,1456.0,22.802197802197803
Tuberculosis,Christopherbury District,TB treatment initiated,202410,1380.0,1788.0,-22.818791946308725
Tuberculosis,Christopherbury District,TB treatment initiated,202411,2159.0,1380.0,56.44927536231884
Tuberculosis,Christopherbury District,TB treatment initiated,202412,1140.0,2159.0,-47.197776748494675
Tuberculosis,Christopherbury District,TB treatment initiated,202501,1172.0,1140.0,2.807017543859649
Tuberculosis,Christopherbury District,TB treatment initiated,202502,1071.0,1172.0,-8.617747440273039
Tuberculosis,Christopherbury District,TB treatment initiated,202503,2033.0,1071.0,89.82259570494865
Tuberculosis,Christopherbury District,TB treatment initiated,202504,1492.0,2033.0,-26.61091982292179
Tuberculosis,Christopherbury District,TB treatment initiated,202505,1519.0,1492.0,1.8096514745308312
Tuberculosis,Christopherbury District,TB treatment success rate,202406,394.5,,
Tuberculosis,Christopherbury District,TB treatment success rate,202407,504.20000000000005,394.5,27.807351077313065
Tuberculosis,Christopherbury District,TB treatment success rate,202408,506.40000000000003,504.20000000000005,0.43633478778262363
Tuberculosis,Christopherbury District,TB treatment success rate,202409,488.9,506.40000000000003,-3.4557661927330283
Tuberculosis,Christopherbury District,TB treatment success rate,202410,481.4,488.9,-1.5340560441808142
Tuberculosis,Christopherbury District,TB treatment success rate,202411,543.3,481.4,12.858329871208971
Tuberculosis,Christopherbury District,TB treatment success rate,202412,321.5,543.3,-40.824590465672735
Tuberculosis,Christopherbury District,TB treatment success rate,202501,461.5,321.5,43.54587869362364
Tuberculosis,Christopherbury District,TB treatment success rate,202502,355.29999999999995,461.5,-23.011917659804993
Tuberculosis,Christopherbury District,TB treatment success rate,202503,444.7,355.29999999999995,25.161835068955824
Tuberculosis,Christopherbury District,TB treatment success rate,202504,284.70000000000005,444.7,-35.97931189565998
Tuberculosis,Christopherbury District,TB treatment success rate,202505,462.2,284.70000000000005,62.34632946961711
Tuberculosis,East Linda District,DR-TB cases detected,202406,55.0,,
Tuberculosis,East Linda District,DR-TB cases detected,202407,62.0,55.0,12.727272727272727
Tuberculosis,East Linda District,DR-TB cases detected,202408,63.0,62.0,1.6129032258064515
Tuberculosis,East Linda District,DR-TB cases detected,202409,55.0,63.0,-12.698412698412698
Tuberculosis,East Linda District,DR-TB cases detected,202410,304.0,55.0,452.72727272727275
Tuberculosis,East Linda District,DR-TB cases detected,202411,46.0,304.0,-84.86842105263158
Tuberculosis,East Linda District,DR-TB cases detected,202412,109.0,46.0,136.95652173913044
Tuberculosis,East Linda District,DR-TB cases detected,202501,78.0,109.0,-28.440366972477065
Tuberculosis,East Linda District,DR-TB cases detected,202502,46.0,78.0,-41.02564102564102
Tuberculosis,East Linda District,DR-TB cases detected,202503,92.0,46.0,100.0
Tuberculosis,East Linda District,DR-TB cases detected,202504,76.0,92.0,-17.391304347826086
Tuberculosis,East Linda District,DR-TB cases detected,202505,278.0,76.0,265.7894736842105
Tuberculosis,East Linda District,GeneXpert tests conducted,202406,52.0,,
Tuberculosis,East Linda District,GeneXpert tests conducted,202407,58.0,52.0,11.538461538461538
Tuberculosis,East Linda District,GeneXpert tests conducted,202408,92.0,58.0,58.620689655172406
Tuberculosis,East Linda District,GeneXpert tests conducted,202409,46.0,92.0,-50.0
Tuberculosis,East Linda District,GeneXpert tests conducted,202410,41.0,46.0,-10.869565217391305
Tuberculosis,East Linda District,GeneXpert tests conducted,202411,76.0,41.0,85.36585365853658
Tuberculosis,East Linda District,GeneXpert tests conducted,202412,70.0,76.0,-7.894736842105263
Tuberculosis,East Linda District,GeneXpert tests conducted,202501,65.0,70.0,-7.142857142857142
Tuberculosis,East Linda District,GeneXpert tests conducted,202502,69.0,65.0,6.153846153846154
Tuberculosis,East Linda District,GeneXpert tests conducted,202503,81.0,69.0,17.391304347826086
Tuberculosis,East Linda District,GeneXpert tests conducted,202504,44.0,81.0,-45.67901234567901
Tuberculosis,East Linda District,GeneXpert tests conducted,202505,56.0,44.0,27.27272727272727
Tuberculosis,East Linda District,TB bacteriologically confirmed,202406,849.0,,
Tuberculosis,East Linda District,TB bacteriologically confirmed,202407,1002.0,849.0,18.021201413427562
Tuberculosis,East Linda District,TB bacteriologically confirmed,202408,525.0,1002.0,-47.604790419161674
Tuberculosis,East Linda District,TB bacteriologically confirmed,202409,729.0,525.0,38.857142857142854
Tuberculosis,East Linda District,TB bacteriologically confirmed,202410,568.0,729.0,-22.08504801097394
Tuberculosis,East Linda District,TB bacteriologically confirmed,202411,676.0,568.0,19.014084507042252
Tuberculosis,East Linda District,TB bacteriologically confirmed,202412,1111.0,676.0,64.3491124260355
Tuberculosis,East Linda District,TB bacteriologically confirmed,202501,406.0,1111.0,-63.45634563456346
Tuberculosis,East Linda District,TB bacteriologically confirmed,202502,776.0,406.0,91.13300492610837
Tuberculosis,East Linda District,TB bacteriologically confirmed,202503,675.0,776.0,-13.015463917525775
Tuberculosis,East Linda District,TB bacteriologically confirmed,202504,940.0,675.0,39.25925925925926
Tuberculosis,East Linda District,TB bacteriologically confirmed,202505,883.0,940.0,-6.0638297872340425
Tuberculosis,East Linda District,TB contacts investigated,202406,976.0,,
Tuberculosis,East Linda District,TB contacts investigated,202407,1410.0,976.0,44.4672131147541
Tuberculosis,East Linda District,TB contacts investigated,202408,994.0,1410.0,-29.50354609929078
Tuberculosis,East Linda District,TB contacts investigated,202409,631.0,994.0,-36.519114688128774
Tuberculosis,East Linda District,TB contacts investigated,202410,1102.0,631.0,74.64342313787638
Tuberculosis,East Linda District,TB contacts investigated,202411,464.0,1102.0,-57.89473684210527
Tuberculosis,East Linda District,TB contacts investigated,202412,284.0,464.0,-38.793103448275865
Tuberculosis,East Linda District,TB contacts investigated,202501,835.0,284.0,194.01408450704224
Tuberculosis,East Linda District,TB contacts investigated,202502,1144.0,835.0,37.0059880239521
Tuberculosis,East Linda District,TB contacts investigated,202503,478.0,1144.0,-58.21678321678322
Tuberculosis,East Linda District,TB contacts investigated,202504,722.0,478.0,51.04602510460251
Tuberculosis,East Linda District,TB contacts investigated,202505,1253.0,722.0,73.54570637119113
Tuberculosis,East Linda District,TB presumptive cases,202406,348.0,,
Tuberculosis,East Linda District,TB presumptive cases,202407,71.0,348.0,-79.59770114942529
Tuberculosis,East Linda District,TB presumptive cases,202408,61.0,71.0,-14.084507042253522
Tuberculosis,East Linda District,TB presumptive cases,202409,54.0,61.0,-11.475409836065573
Tuberculosis,East Linda District,TB presumptive cases,202410,42.0,54.0,-22.22222222222222
Tuberculosis,East Linda District,TB presumptive cases,202411,220.0,42.0,423.8095238095238
Tuberculosis,East Linda District,TB presumptive cases,202412,43.0,220.0,-80.45454545454545
Tuberculosis,East Linda District,TB presumptive cases,202501,68.0,43.0,58.139534883720934
Tuberculosis,East Linda District,TB presumptive cases,202502,64.0,68.0,-5.88235294117647
Tuberculosis,East Linda District,TB presumptive cases,202503,65.0,64.0,1.5625
Tuberculosis,East Linda District,TB presumptive cases,202504,55.0,65.0,-15.384615384615385
Tuberculosis,East Linda District,TB presumptive cases,202505,61.0,55.0,10.909090909090908
Tuberculosis,East Linda District,TB treatment success rate,202406,434.20000000000005,,
Tuberculosis,East Linda District,TB treatment success rate,202407,223.3,434.20000000000005,-48.572086596038694
Tuberculosis,East Linda District,TB treatment success rate,202408,210.8,223.3,-5.597850425436632
Tuberculosis,East Linda District,TB treatment success rate,202409,290.7,210.8,37.9032258064516
Tuberculosis,East Linda District,TB treatment success rate,202410,205.3,290.7,-29.377364981080145
Tuberculosis,East Linda District,TB treatment success rate,202411,277.8,205.3,35.31417437895762
Tuberculosis,East Linda District,TB treatment success rate,202412,244.5,277.8,-11.987041036717066
Tuberculosis,East Linda District,TB treatment success rate,202501,312.7,244.5,27.89366053169734
Tuberculosis,East Linda District,TB treatment success rate,202502,186.1,312.7,-40.486088903102015
Tuberculosis,East Linda District,TB treatment success rate,202503,225.7,186.1,21.278882321332617
Tuberculosis,East Linda District,TB treatment success rate,202504,233.1,225.7,3.2786885245901667
Tuberculosis,East Linda District,TB treatment success rate,202505,401.90000000000003,233.1,72.41527241527244
Tuberculosis,East Linda District,TPT initiations,202406,508.0,,
Tuberculosis,East Linda District,TPT initiations,202407,871.0,508.0,71.45669291338582
Tuberculosis,East Linda District,TPT initiations,202408,775.0,871.0,-11.021814006888633
Tuberculosis,East Linda District,TPT initiations,202409,474.0,775.0,-38.83870967741935
Tuberculosis,East Linda District,TPT initiations,202410,589.0,474.0,24.261603375527425
Tuberculosis,East Linda District,TPT initiations,202411,794.0,589.0,34.80475382003396
Tuberculosis,East Linda District,TPT initiations,202412,680.0,794.0,-14.357682619647354
Tuberculosis,East Linda District,TPT initiations,202501,1115.0,680.0,63.970588235294116
Tuberculosis,East Linda District,TPT initiations,202502,491.0,1115.0,-55.964125560538115
Tuberculosis,East Linda District,TPT initiations,202503,1461.0,491.0,197.55600814663953
Tuberculosis,East Linda District,TPT initiations,202504,1264.0,1461.0,-13.483915126625599
Tuberculosis,East Linda District,TPT initiations,202505,687.0,1264.0,-45.64873417721519
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202406,149.0,,
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202407,62.0,149.0,-58.38926174496645
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202408,55.0,62.0,-11.29032258064516
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202409,47.0,55.0,-14.545454545454545
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202410,69.0,47.0,46.808510638297875
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202411,68.0,69.0,-1.4492753623188406
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202412,26.0,68.0,-61.76470588235294
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202501,18.0,26.0,-30.76923076923077
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202502,49.0,18.0,172.22222222222223
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202503,55.0,49.0,12.244897959183673
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202504,58.0,55.0,5.454545454545454
Tuberculosis,East Suzanneshire District,DR-TB cases detected,202505,109.0,58.0,87.93103448275862
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202406,42.0,,
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202407,70.0,42.0,66.66666666666666
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202408,70.0,70.0,0.0
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202409,50.0,70.0,-28.57142857142857
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202410,63.0,50.0,26.0
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202411,54.0,63.0,-14.285714285714285
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202412,40.0,54.0,-25.925925925925924
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202501,90.0,40.0,125.0
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202502,73.0,90.0,-18.88888888888889
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202503,46.0,73.0,-36.986301369863014
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202504,119.0,46.0,158.69565217391303
Tuberculosis,East Suzanneshire District,GeneXpert tests conducted,202505,99.0,119.0,-16.80672268907563
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202406,708.0,,
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202407,882.0,708.0,24.576271186440678
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202408,908.0,882.0,2.947845804988662
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202409,1121.0,908.0,23.45814977973568
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202410,1261.0,1121.0,12.488849241748438
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202411,777.0,1261.0,-38.382236320380656
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202412,301.0,777.0,-61.261261261261254
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202501,570.0,301.0,89.3687707641196
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202502,686.0,570.0,20.350877192982455
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202503,639.0,686.0,-6.851311953352769
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202504,594.0,639.0,-7.042253521126761
Tuberculosis,East Suzanneshire District,TB bacteriologically confirmed,202505,591.0,594.0,-0.5050505050505051
Tuberculosis,East Suzanneshire District,TB contacts investigated,202406,1183.0,,
